id,marca,modelo,ano,cor,quilometragem,preco,combustivel,cambio,placa,chassi,disponivel,data_cadastro,padrao_placa
6dbd499e-dd77-4468-8779-ba382ccd854e,Fiat,Toro,2012,Azul,192695,48000.0,Elétrico,Automático,WXN-7P35,79513015695UPCSII,Sim,2025-05-25,Inválido
da248457-1f4e-43b3-a566-b9a171b149d8,Volkswagen,Gol,2018,Vermelho,73284,64350.0,Etanol,Manual,IXM-0Y24,97686961318FEXLYT,Não,2025-04-24,Inválido
048b7e92-2104-4d14-8d46-b8a9471d5bc7,Volkswagen,Virtus,2022,Prata,110319,90950.0,Flex,Automático,GAF-9Z75,40885462606YJSCVX,Não,2025-03-29,Inválido
28b73773-3041-424a-b48c-9be7234d50c2,Fiat,Argo,2008,Preto,70764,44000.0,Flex,Manual,DOG-7I71,21449812652IEISDT,Não,2025-05-28,Inválido
4fd26dc3-5e7e-4ed0-a9ee-54361efe3389,Volkswagen,Gol,2011,Vermelho,7705,16000.0,Diesel,Automático,VYF-7D49,02246716752YGKCNY,Sim,2025-04-18,Inválido
467a23ce-6e2d-4c47-ae18-8eea15254b41,Ford,Fiesta,2016,Vermelho,169237,23100.0,Flex,CVT,YAS-6Y51,14896773179QPOIMF,Não,2025-04-23,Inválido
4e1255f9-3e7f-4349-9f05-62df97b98dc9,Chevrolet,S10,2007,Vermelho,10769,30000.0,Diesel,CVT,YPU-0S77,31657719535TLTDMV,Não,2025-03-12,Inválido
f9797b09-c8d0-43f3-9adf-6be02bb0ea35,Fiat,Uno,2022,Branco,152352,30600.0,Elétrico,Automático,YXP-9J67,96426702293LMLHJH,Não,2025-03-02,Inválido
7e8fd8da-a6c7-453e-97e7-122cbcbe0fe5,Volkswagen,Gol,2011,Vermelho,121301,59000.0,Elétrico,Automático,GZV-9N57,35369022310JXSXUX,Não,2025-02-18,Inválido
4a9df15a-94ab-4be6-8e7f-2695b8a44584,Ford,Ka,2005,Cinza,74125,19000.0,Gasolina,CVT,GVC-5P62,09949364006DLQHHC,Sim,2025-03-09,Inválido
7820444f-5c07-45e5-9a16-c47103dd4bdb,Fiat,Toro,2017,Prata,104742,48600.0,Flex,CVT,BNM-2J32,85821604894UYBLMW,Não,2025-01-14,Inválido
e59553fe-a88f-4696-ace6-2b1677fc7ef9,Honda,Civic,2017,Preto,192020,70800.0,Gasolina,Manual,MKB-7H21,27632575831ZDPQHJ,Sim,2025-05-20,Inválido
df296ce4-87d0-4307-9520-633b217a5d2d,Hyundai,Creta,2010,Prata,124013,51500.0,Gasolina,CVT,BEI-1W42,10165852488YPJRYI,Não,2025-04-15,Inválido
6b1073de-0f94-4a6e-9c6e-c6455c78480d,Fiat,Argo,2007,Vermelho,196834,31000.0,Diesel,Manual,GCI-6A89,32536219148IKHWLB,Sim,2025-03-25,Inválido
e689c0ad-7930-4947-b7dc-692d3e77f22f,Honda,City,2022,Vermelho,189824,32300.0,Etanol,Manual,PPY-2C81,40265368389GKIZQF,Não,2025-01-19,Inválido
3a873e5b-f1fe-4bca-9f2d-0e43c9caad13,Hyundai,Creta,2025,Vermelho,27886,79000.0,Elétrico,CVT,UHY-1D70,11028134194HTGYFJ,Não,2025-03-22,Inválido
576408a2-00f6-4b3c-9e13-58c6128e02d8,Volkswagen,T-Cross,2021,Prata,191691,38400.0,Gasolina,Manual,BXL-2X34,28656036264XEXKJE,Não,2025-06-10,Inválido
a7acec88-c966-4519-bab7-afd7fa24b578,Chevrolet,S10,2022,Azul,190978,68850.0,Elétrico,Manual,AFO-9J40,96267967798RCMULK,Não,2025-06-02,Inválido
fa5f1b86-9185-4ca8-8730-5512224578b0,Hyundai,Creta,2010,Cinza,45251,58500.0,Elétrico,Manual,WKI-0X62,60200407649XBHFRP,Sim,2025-03-28,Inválido
aed2a8e2-0305-4180-a7b7-df19432b6340,Toyota,Etios,2024,Vermelho,144667,102600.0,Diesel,Automático,USI-7X90,02010222625OJWCBG,Não,2025-03-06,Inválido
d6a1936c-6a1a-464f-89b0-95045d3c254a,Toyota,Etios,2006,Branco,169038,32500.0,Flex,Manual,XDJ-0D85,37415076969DVOBJI,Não,2025-03-27,Inválido
8861b2e1-904e-4dfa-abf9-7118c3ae5610,Volkswagen,Polo,2012,Azul,6392,49000.0,Flex,CVT,OUS-5B03,26751404698HOXVJY,Não,2025-03-24,Inválido
223f9d07-9f4b-4388-88e0-89709eab8fdd,Hyundai,Creta,2021,Branco,95562,69600.0,Flex,Automático,DSD-8E30,71904212253PMBFRS,Não,2025-02-02,Inválido
26e9a881-cfaf-4dd6-b349-eb193d0a4596,Renault,Logan,2015,Branco,93886,44500.0,Elétrico,CVT,ALS-3I98,49782073343XMTMSD,Sim,2025-06-02,Inválido
cb676c38-e4d8-47d3-873b-30bceb2ef4b4,Volkswagen,Polo,2006,Vermelho,176841,17500.0,Diesel,Automático,CJE-6P56,78853864131NXIWYA,Não,2025-05-08,Inválido
8be82448-b34b-4662-aed9-ab7b848c9d1b,Honda,HR-V,2021,Cinza,107306,93600.0,Elétrico,Automático,IWV-0K62,70989909650KDFHIJ,Não,2025-06-07,Inválido
d060b6ee-2bd7-4cf7-b04a-71242f367811,Volkswagen,T-Cross,2023,Prata,2124,102600.0,Diesel,Automático,QOF-5Q47,15963690660QAASIH,Sim,2025-04-15,Inválido
534c525e-096f-45b5-b9d8-6b6740c449c8,Hyundai,Tucson,2023,Prata,110979,79200.0,Flex,Automático,YWX-7R11,67748887814BJLSYI,Não,2025-01-08,Inválido
71078e71-afe5-4810-ab78-6789a24f1fe5,Renault,Logan,2012,Vermelho,130855,16500.0,Gasolina,Manual,JHK-9B92,68358752075NOIADV,Sim,2025-01-15,Inválido
1ada1750-5c2d-4dd8-ac64-21043d88ac67,Honda,HR-V,2007,Azul,124552,16000.0,Flex,CVT,XTS-7W94,60627368778UUIIJZ,Sim,2025-04-30,Inválido
5055a59d-4fd8-46d8-8a80-10e0424f815d,Hyundai,Creta,2011,Cinza,108220,22000.0,Gasolina,Automático,XCC-6Z77,14543439810QEIRFI,Sim,2025-05-07,Inválido
8828ce18-7890-4f9b-a660-8f8f94fff3ca,Ford,Fiesta,2006,Prata,145941,19500.0,Elétrico,CVT,FHG-6S24,26257280683ODMKME,Sim,2025-01-18,Inválido
16a4bdf1-92ed-4aa1-b3c8-d069ac5a6652,Chevrolet,Cruze,2011,Vermelho,142121,19500.0,Diesel,Manual,RCS-0B24,34722500724AMAKQJ,Sim,2025-05-13,Inválido
a3859eee-9eff-4355-b232-cacbdb3786ec,Volkswagen,Polo,2014,Vermelho,177463,29500.0,Etanol,Manual,OEI-2N43,47394884139OFQSBM,Não,2025-02-09,Inválido
5f240c3e-e02f-4208-9333-564a984bca57,Honda,Fit,2013,Branco,41883,28500.0,Etanol,Automático,LCL-7G60,41140963309YVTRAK,Sim,2025-06-10,Inválido
b591f75a-5ba9-4e37-b918-09ff847d0467,Hyundai,i30,2007,Cinza,24894,45500.0,Elétrico,CVT,ZUX-6V01,34071799005VDXCNU,Sim,2025-01-23,Inválido
fe9a94bc-a6c8-4726-8c99-31b33e87d51d,Honda,Fit,2021,Cinza,166921,64000.0,Elétrico,Automático,TXQ-1P30,02140848452GTUUKE,Não,2025-04-08,Inválido
114a979e-a4c7-4a2f-89f6-aef054191b95,Renault,Duster,2015,Azul,111785,18500.0,Diesel,Automático,HMH-1Q47,73994786349QZOKGB,Sim,2025-03-23,Inválido
d5ff629e-4705-445e-a4b5-b585b3f19ac0,Ford,Ka,2005,Cinza,145471,35000.0,Etanol,Automático,WXM-5P31,80265402306QHAONT,Não,2025-01-08,Inválido
2c42e16a-cb4e-4aae-93f7-a18958253417,Fiat,Argo,2005,Preto,5930,43000.0,Etanol,CVT,UXW-8K10,85283583661YRXKVB,Sim,2025-01-05,Inválido
0c46d62b-ec54-4837-a4d0-0d21c21d9866,Toyota,Etios,2011,Prata,94430,36500.0,Diesel,Automático,BNL-2H17,48085686313LVWUUG,Não,2025-02-07,Inválido
9dabb6c6-de4a-43cc-aef5-9632fbdd5ee6,Toyota,Hilux,2022,Branco,171493,100300.0,Gasolina,Automático,VPM-7G94,20332183099PAERJZ,Não,2025-05-15,Inválido
5ea5f4e8-caf5-4936-adaa-627ab81e2198,Hyundai,Tucson,2005,Azul,33073,57500.0,Flex,Manual,SIK-1N71,06406899284PYCCPE,Sim,2025-03-12,Inválido
82e5bb51-4d83-44a9-b207-05de93257ce4,Volkswagen,Virtus,2011,Cinza,24474,48000.0,Diesel,Automático,CDI-5C79,84399842178QTLFNW,Sim,2025-05-14,Inválido
b68a72ad-b655-471e-b337-2f71027cdc81,Honda,Fit,2007,Branco,121646,21500.0,Etanol,Manual,OUG-9G00,38796186183CISLRI,Não,2025-02-21,Inválido
4f1923c4-897f-4f87-b751-e661705b3ce4,Renault,Kwid,2014,Vermelho,99601,36000.0,Diesel,CVT,MJQ-0T63,67667175495ZJKLVJ,Não,2025-06-17,Inválido
885d2bba-46c8-42dd-9647-76334bb2c916,Honda,Fit,2010,Vermelho,118043,53500.0,Elétrico,Automático,ZAV-3Y34,69388002783QUDLSH,Sim,2025-03-30,Inválido
a5fb1fc2-ac76-40c4-96e8-35ae96771b4f,Toyota,Etios,2012,Branco,156916,44500.0,Elétrico,Manual,VWV-5S47,36123731108AJRLUU,Não,2025-01-26,Inválido
9d875d84-bcad-487f-8db6-ca75d0f1516d,Chevrolet,Cruze,2023,Prata,134140,58500.0,Gasolina,Automático,POI-2S58,04814253662GCALNB,Não,2025-05-23,Inválido
20db4e6a-5cd8-409b-b8a6-49420a421c6e,Honda,Civic,2023,Vermelho,44264,30600.0,Etanol,Manual,NHB-1A49,95548574836HLMAIB,Sim,2025-03-23,Inválido
6e252498-0a52-47b7-b0d2-ba7ff85fd446,Ford,EcoSport,2020,Prata,188654,68250.0,Flex,Automático,JHF-7C03,46765725653DTBWZN,Sim,2025-06-18,Inválido
09dcc36e-eea4-468d-962f-74a888eb35e5,Ford,EcoSport,2023,Prata,26826,107100.0,Etanol,Manual,HBD-1E59,31113451813TUDDWI,Não,2025-04-21,Inválido
2c506c7a-9d68-4722-beb2-b89f22c34298,Ford,Ranger,2014,Prata,56974,23000.0,Flex,Automático,SEC-3Q53,19442312165UUVAYB,Não,2025-04-13,Inválido
36ca4cb5-eef1-4228-9bd7-291738675976,Honda,Civic,2007,Cinza,124961,56500.0,Diesel,Manual,GTF-6R67,70874865557QCULXU,Não,2025-02-17,Inválido
e4bca67c-5fc8-40e1-abcf-ea86a8e70649,Volkswagen,Gol,2010,Azul,33211,45000.0,Gasolina,Manual,DGH-3B59,71936109281YDPBRZ,Sim,2025-02-06,Inválido
8ce95210-b258-46fc-aa22-dae7a52030a2,Renault,Logan,2023,Vermelho,189329,54900.0,Flex,Automático,HWH-4I28,82177349748SLYWUZ,Sim,2025-01-12,Inválido
2a66366e-7cad-4841-a4c1-06f97001acb3,Volkswagen,Polo,2010,Preto,82020,23000.0,Gasolina,CVT,DNI-6S95,97048844051QHESJN,Sim,2025-02-12,Inválido
49f9f818-9755-4754-88e9-f1f9e2080a18,Chevrolet,Spin,2019,Prata,129666,66500.0,Flex,CVT,MDP-4A89,01301935881TYHSLP,Não,2025-06-14,Inválido
95d3a6ae-ebf9-4d9b-9969-541b762b7ca7,Hyundai,Tucson,2013,Preto,21962,21000.0,Etanol,Manual,NHL-5A05,43030825291ECKIAY,Sim,2025-03-17,Inválido
0b09817a-27e7-413f-9b7f-aa5ae0b1ba32,Toyota,Yaris,2017,Prata,87570,31200.0,Etanol,CVT,XIT-9X10,35424631406HZUKPY,Sim,2025-03-31,Inválido
abfa5ab3-eada-4616-8eef-d02d15678a92,Hyundai,i30,2013,Azul,44421,52500.0,Flex,CVT,CRQ-5Z48,99220611556TTXGGC,Não,2025-01-31,Inválido
ba499459-6416-4a4f-9915-1b1df510c24e,Fiat,Uno,2008,Preto,133032,36500.0,Etanol,CVT,WQI-6T27,12640218216LDJUVZ,Não,2025-03-18,Inválido
243e7ba4-070f-4dca-b17a-8890aa74741e,Ford,Ka,2009,Branco,73473,18000.0,Gasolina,Automático,LVB-6V73,59794445806RFQCMA,Sim,2025-04-29,Inválido
d7ff1a39-cb2c-43cc-95e3-b17631e86d8a,Hyundai,Creta,2007,Azul,48380,27500.0,Diesel,Automático,NVA-7E67,04172962811TUKPWI,Não,2025-01-24,Inválido
6dc87f46-497b-4c3a-8d2b-d5cdd1df3137,Fiat,Toro,2017,Preto,103566,55200.0,Gasolina,Manual,DVV-2P86,02344572208CBTORM,Sim,2025-03-03,Inválido
e245510b-0982-4673-b46c-886c1f08a560,Volkswagen,T-Cross,2024,Azul,105588,99750.0,Gasolina,Automático,YXV-3E06,38629755902VNRVAA,Sim,2025-04-25,Inválido
b27eafdd-284b-43ae-a29d-b1862b853761,Renault,Kwid,2018,Preto,177834,54600.0,Gasolina,Manual,RMU-8Z74,27786910001BAFVRD,Não,2025-03-05,Inválido
8d329d28-9af7-44af-823c-15b67a661941,Honda,HR-V,2019,Preto,164517,79100.0,Etanol,CVT,DVT-3O63,67428843019NZJUOB,Não,2025-02-02,Inválido
6fbde153-cbd1-49cb-9096-a351a8c720b0,Fiat,Argo,2013,Branco,31261,23000.0,Flex,CVT,QSM-7T39,30499482165GQKNKE,Sim,2025-03-16,Inválido
e500cdb4-ead9-48c3-93be-982f075aaf91,Chevrolet,Spin,2008,Branco,42667,32500.0,Diesel,CVT,HKR-3J53,53341418500UWYQGR,Sim,2025-01-08,Inválido
ba74013a-a2dd-4495-997f-c05747afd0c5,Volkswagen,Virtus,2016,Preto,50179,58850.0,Gasolina,Manual,CHE-0Y84,92502060971AQOBIP,Sim,2025-02-06,Inválido
5ad7a960-f176-429b-a4a4-fffc0140258d,Ford,Ka,2006,Vermelho,117473,34500.0,Flex,Automático,WDG-2V45,55960940643NCAYJO,Não,2025-06-16,Inválido
19052c5b-aa1a-4890-9192-84ecd5babe85,Hyundai,Tucson,2020,Azul,134344,52500.0,Flex,Manual,YQZ-3E34,97092872777KMGQGE,Sim,2025-02-18,Inválido
5b14733a-0fff-4ef3-a9d7-ae75440b32e1,Volkswagen,T-Cross,2016,Preto,75564,61600.0,Gasolina,Automático,FAN-1V40,77435180082EMDKWP,Sim,2025-04-20,Inválido
9a474c1e-7a7a-4110-8fb7-c8f3eb323007,Volkswagen,T-Cross,2012,Preto,99642,27000.0,Elétrico,Manual,VJV-0Y92,92155071373QSMLWN,Não,2025-02-21,Inválido
76b1bc23-6dd5-4782-808b-0664ca41988d,Renault,Sandero,2015,Azul,9172,56000.0,Diesel,Manual,VVI-7S05,96363858853GNFQIJ,Não,2025-03-25,Inválido
75feabc9-30c1-4c82-8076-f3f3052420c8,Honda,HR-V,2025,Cinza,102476,110000.0,Diesel,CVT,JKL-2E94,04741287831HUYLNO,Não,2025-05-25,Inválido
f4b91d31-09aa-4b5a-9628-756ba5c0e024,Chevrolet,Onix,2014,Vermelho,25906,32500.0,Elétrico,Automático,CTH-0Y42,57811881636QAPUPM,Sim,2025-03-02,Inválido
d54b4007-513c-432c-b790-cfc004017e2c,Chevrolet,Cruze,2017,Prata,105846,34800.0,Gasolina,Manual,HJK-5K43,19571397796ZWKOUW,Sim,2025-03-23,Inválido
f5d45eb7-937c-4321-880e-d899e931d317,Honda,Civic,2013,Cinza,86408,53500.0,Diesel,Manual,DAL-0U44,71066394161ZFENPS,Não,2025-02-16,Inválido
308704b4-6e16-453d-94a2-e91867effd9f,Honda,HR-V,2020,Preto,12913,37500.0,Etanol,Manual,GFA-5F35,99607621555IVMPEB,Sim,2025-01-29,Inválido
428c0af4-4727-44f7-bd5f-86f1d5cfd7cc,Renault,Duster,2024,Cinza,48672,98800.0,Elétrico,CVT,RTL-9X26,64550069500UQIDEX,Sim,2025-06-07,Inválido
538df35a-751f-42a4-9b69-b418d66ffc22,Fiat,Mobi,2025,Vermelho,122684,30000.0,Diesel,CVT,DZH-5K80,68983892648IQBSZE,Não,2025-01-05,Inválido
b7d82d9f-6b82-4325-94fc-86fac8920dfd,Honda,HR-V,2010,Preto,128593,56000.0,Etanol,Manual,RHF-0D97,75003683922CFZELN,Sim,2025-06-18,Inválido
5efe5cb9-7fd5-4b31-811d-a4d4840b98e0,Renault,Logan,2006,Preto,108857,49000.0,Flex,Automático,JZE-6F56,44953956121EUUZCT,Sim,2025-02-09,Inválido
4ed7250c-d60b-4434-a005-0ee95490e7c4,Renault,Logan,2018,Azul,52140,28600.0,Elétrico,CVT,BHQ-8Z22,63979524082IYJOTQ,Sim,2025-05-24,Inválido
b8195957-fa17-44e1-b996-f470a1020978,Ford,Fiesta,2016,Vermelho,20847,34100.0,Flex,Manual,IRB-8S89,55684848957BMLSLC,Não,2025-01-29,Inválido
b8ad09f3-715e-4d61-b412-e6a16040897f,Ford,Fiesta,2022,Vermelho,172066,85000.0,Etanol,CVT,SET-1Y98,87154213966ZLNQAA,Não,2025-02-24,Inválido
b2be52b1-c0dc-45e8-9d51-8630421034d2,Toyota,Etios,2019,Prata,7793,56000.0,Elétrico,Manual,GAD-3R51,27765892812YPMQVK,Não,2025-02-23,Inválido
379d3da5-bab1-4339-a653-45933beb3add,Hyundai,i30,2014,Vermelho,82136,27000.0,Flex,Automático,IAM-7Q43,83611215863JLCGDK,Não,2025-04-08,Inválido
18ff94a7-7b1e-48d5-90eb-7401300101f4,Honda,Civic,2023,Vermelho,125112,53100.0,Etanol,Manual,OLE-0E83,55991478011ZBYFDH,Não,2025-02-04,Inválido
5c1d1128-fadd-4338-b808-20e69faa92b5,Renault,Duster,2011,Cinza,127569,55000.0,Flex,Automático,XYS-8N34,57498794165WPVSMU,Sim,2025-05-03,Inválido
beaa5191-125f-4a2e-bdd5-e7a4b858a97f,Volkswagen,Virtus,2024,Preto,153558,113050.0,Gasolina,CVT,JGY-5S90,20103454740OJGHFJ,Não,2025-03-24,Inválido
88ce99ea-8dfd-4292-8932-9e0d155c909b,Toyota,Corolla,2010,Branco,128094,54000.0,Elétrico,CVT,DVN-8C90,04077783467BCIQXX,Não,2025-01-11,Inválido
3eb8309b-95d0-4a15-bbfd-6d57adda1d08,Hyundai,HB20,2022,Prata,43604,93500.0,Flex,Automático,FDL-8R56,08691369893LBLUBF,Sim,2025-05-03,Inválido
d633cfe3-2a1f-42e2-a070-a021b76e37ed,Chevrolet,S10,2016,Vermelho,164171,44000.0,Gasolina,Automático,MSK-6U08,93007289524SBQBST,Sim,2025-02-19,Inválido
06fd0f90-4da4-4102-b225-401aaed9a865,Chevrolet,Onix,2011,Branco,189625,35500.0,Etanol,Automático,NWY-3E36,70632032469LKCCQW,Não,2025-02-06,Inválido
b5f685ec-441c-4505-a4ca-4aaef1d5b014,Fiat,Argo,2025,Azul,35578,54000.0,Gasolina,CVT,QYS-7I45,69951930350AGAFAV,Sim,2025-01-07,Inválido
64c68daa-df68-4dcc-8484-df0855f2a479,Chevrolet,Spin,2009,Prata,151595,15500.0,Elétrico,Manual,CMT-8F23,36513436833DZDPZQ,Não,2025-02-16,Inválido
08d704b7-f17c-414a-b2ee-31e27d7499e2,Toyota,Yaris,2021,Vermelho,28905,28000.0,Etanol,CVT,GJE-1V04,74895619993DWTBJH,Sim,2025-06-05,Inválido
635de23e-38a6-4283-a4fb-f4d47db04d5a,Hyundai,i30,2009,Azul,74855,32500.0,Flex,Automático,PUW-1V55,90625869939TPHAUM,Sim,2025-05-10,Inválido
20a9cc05-86c7-461f-9c11-7894d8e2353b,Ford,Ka,2013,Preto,156430,26000.0,Elétrico,Manual,XKM-4V44,93629502229CXMZYA,Sim,2025-02-15,Inválido
079ad704-1b36-4604-bfe7-fae388880055,Hyundai,i30,2006,Azul,179715,34000.0,Elétrico,Automático,CBU-6U14,78560217350CQVGNE,Não,2025-04-11,Inválido
48f1eb9d-4c53-4607-92b0-7723329fcc3d,Toyota,Corolla,2010,Vermelho,186366,17500.0,Elétrico,Automático,RYJ-8K25,52561524675ZYIOBA,Não,2025-05-04,Inválido
19a7cf4f-fea9-46b3-943f-7c26df6aa3ad,Fiat,Uno,2019,Preto,10168,24500.0,Flex,Manual,FZZ-0T71,86697077270CNGKOH,Não,2025-04-05,Inválido
580f13a4-451a-4bea-be6a-49e03c7cbc26,Volkswagen,Gol,2019,Prata,31066,78400.0,Flex,Automático,FJO-7K18,09734667451VYLJYQ,Sim,2025-01-08,Inválido
b740e723-5685-42ec-8e2a-b7fc0f5350da,Renault,Duster,2014,Prata,186031,35500.0,Flex,Manual,FRS-2K06,12483840750YDWDDS,Não,2025-06-04,Inválido
d2b2b35c-3b01-4626-90f1-d77a0be69037,Ford,Ranger,2016,Vermelho,13183,65450.0,Flex,Automático,MWK-9W21,69814896156KCNWAE,Não,2025-05-06,Inválido
2853b065-484f-4090-bba8-1d3376fd6586,Ford,Fiesta,2012,Vermelho,79588,31000.0,Etanol,CVT,DTL-4Y05,84136892218RVQCYE,Sim,2025-04-20,Inválido
13110fa2-afca-4a4f-a9bf-4ece8af3e7b3,Renault,Kwid,2021,Azul,158584,68000.0,Gasolina,Manual,TQM-5C38,50629070797QVVFAN,Sim,2025-02-17,Inválido
88aa0683-b648-4d44-8a51-4f134b5733de,Chevrolet,Onix,2013,Prata,164368,35500.0,Diesel,CVT,AXQ-3T86,20686759409PWHZYX,Não,2025-06-08,Inválido
f28d6e53-d3f4-49c3-81a4-745a196be4ff,Ford,Ranger,2005,Prata,30257,24500.0,Elétrico,Manual,FHC-1Y16,82673052984XJZNRU,Sim,2025-05-19,Inválido
eb1d9ac5-79af-4095-a21a-39d1eae55a59,Volkswagen,Gol,2017,Prata,86945,29400.0,Diesel,Automático,KPC-5G23,47303026150ITGJCR,Sim,2025-03-28,Inválido
7a8a07c9-a840-4203-84b9-c57b10af40fb,Honda,Civic,2022,Vermelho,185294,40800.0,Diesel,Automático,XRR-4R61,78941273340WWAQJL,Não,2025-05-06,Inválido
e70e3bbb-c301-4baf-a69f-530276222ed5,Toyota,Yaris,2020,Prata,3325,48750.0,Gasolina,Automático,SSF-2C64,29025831915AXOYOH,Não,2025-01-13,Inválido
0181c480-cedb-471d-83c2-02a899b4b88d,Hyundai,Tucson,2013,Azul,39244,42500.0,Diesel,Manual,ITE-5B47,30181879601SXAHIE,Sim,2025-01-05,Inválido
6d5c4a0c-886b-4fd6-8472-5047a5468f79,Renault,Duster,2010,Preto,11389,45000.0,Gasolina,Automático,FRF-3W50,52089195813DQHZHH,Não,2025-02-06,Inválido
7c7291a8-8cac-4792-95c9-3478f87e750d,Volkswagen,Virtus,2025,Prata,118996,46000.0,Etanol,CVT,ZGJ-8A68,89777298615LYCGGS,Sim,2025-05-08,Inválido
344cb012-a4e1-4cd3-96c4-176bed8be1d0,Fiat,Argo,2013,Prata,85828,28000.0,Flex,Automático,OBY-0W70,60324848052FKOGVP,Não,2025-04-14,Inválido
c4991d36-dfa3-4de8-96b5-c60d68bcfd1a,Toyota,Hilux,2024,Cinza,48971,65550.0,Diesel,Automático,BLE-7M05,95381640020KCLQFC,Sim,2025-04-08,Inválido
72c7fa34-62ae-440d-bf7c-a3428fffdab0,Toyota,Etios,2008,Azul,6352,44500.0,Diesel,Automático,OYS-8Y36,10160240315WOSVJB,Não,2025-06-20,Inválido
4c04e92e-dd0d-4934-b6af-a3704a8b12d8,Honda,Civic,2008,Branco,94060,24000.0,Elétrico,Manual,IJO-9T97,83451443798OSENJX,Não,2025-06-01,Inválido
40e17cb6-fb88-4d7d-8b07-2886d17202fd,Toyota,Yaris,2012,Azul,32165,30000.0,Diesel,Automático,BHR-4I69,42365625616UJCFIE,Não,2025-05-03,Inválido
d6b6c1d8-614b-4e67-a5dc-36883c6120d3,Toyota,Corolla,2016,Azul,73387,66000.0,Flex,CVT,UMU-1D45,48762935875PMXQDK,Sim,2025-04-01,Inválido
64bbe071-722d-4aa1-a339-04b563357d68,Volkswagen,Gol,2023,Cinza,99267,39600.0,Elétrico,Automático,DAY-5S49,50076379491NQTUMK,Não,2025-04-16,Inválido
e346bc46-781b-49bd-b4ee-fb13a2afc8b3,Toyota,Yaris,2023,Prata,54319,29700.0,Flex,Manual,REC-3H85,97171211687SPUIZC,Sim,2025-06-21,Inválido
b5b322cf-f908-4ece-b50d-97a4a232ae33,Honda,HR-V,2021,Branco,139775,41600.0,Diesel,Automático,OWV-2O66,48401220927EELZMB,Sim,2025-04-04,Inválido
9e789cf5-3a36-4daf-a624-d429e53f6aca,Volkswagen,T-Cross,2011,Preto,180667,19500.0,Etanol,Manual,QGC-9V90,84570140588YWEXXD,Não,2025-03-12,Inválido
d91893c3-c900-4beb-a8ee-1afc862f2802,Renault,Duster,2021,Branco,28077,63200.0,Etanol,CVT,ISN-6K56,47274744121WNKISQ,Sim,2025-04-17,Inválido
5ce5f238-9e73-400c-acda-1dfdd4bc95ad,Toyota,Etios,2014,Vermelho,68832,55000.0,Elétrico,Manual,QVM-9G57,85068164234HGEQFX,Não,2025-03-17,Inválido
