id,marca,modelo,ano,cor,quilometragem,preco,combustivel,cambio,placa,chassi,disponivel,data_cadastro
b63342ae-1361-422b-bc94-fc6ca354874b,Toyota,Yaris,2012,Cinza,51763,48000.0,Diesel,Manual,NPQ-9O04,06351325596dHNnxP,Não,2025-04-05
2a0742d2-8ec0-44bb-8247-b3d7602e0325,Chevrolet,S10,2024,Prata,10939,76000.0,Gasolina,Automático,EIN-5A34,74232806637ZzdBrf,Sim,2025-01-26
a4c70e76-e6e6-42aa-b362-5410a792d359,Hyundai,Creta,2014,Vermelho,143788,19500.0,Elétrico,CVT,JGM-6I25,87647042947Lzmmrn,Sim,2025-01-28
c2a31377-012b-43db-83ba-de3eb8dad8a2,Toyota,Etios,2014,Vermelho,58010,19500.0,Elétrico,Automático,CJW-4S92,27434923527ldLCLh,Sim,2025-01-24
4a0bd96a-7f90-4d36-8e5a-c82469260d6f,Hyundai,i30,2015,Vermelho,24651,28000.0,Elétrico,Manual,LXM-2G00,98241976900IUlMWV,Sim,2025-05-27
8660f3f7-bb4e-4172-9bb3-5ca86c115240,Ford,Fiesta,2025,Vermelho,68827,85000.0,Diesel,CVT,ZKL-1C21,58063678314qBRAnT,Sim,2025-02-08
64f92562-f596-496e-99e4-1fe507ec1f83,Ford,Ranger,2013,Prata,1462,16500.0,Gasolina,CVT,KBP-2Q02,74535089118DZLJBi,Não,2025-04-03
8bd6afd5-7ba1-4270-8d0e-a2a15e854d47,Chevrolet,Onix,2010,Azul,8002,59500.0,Etanol,Manual,EQP-1K58,08920232590cTTZPF,Sim,2025-04-12
eae1a279-742d-4fdf-9a2d-32702d2800ad,Hyundai,HB20,2005,Cinza,146165,43500.0,Diesel,Manual,EOW-9K43,12415768763nWqtyk,Não,2025-02-05
12550121-4aa1-4276-a895-711a58edcd4e,Fiat,Uno,2017,Azul,60453,21600.0,Etanol,CVT,BJI-9N96,45351879281qOeFyI,Não,2025-01-29
00bdad52-860d-4ffd-83e0-7ec06da9b690,Hyundai,i30,2009,Vermelho,65947,30500.0,Etanol,CVT,WOH-5O61,42693098242MvSQqR,Não,2025-02-10
7d2dc80d-27be-45b9-8d9c-e1ea2506e1df,Fiat,Argo,2011,Preto,28424,53500.0,Diesel,Automático,EZN-3L80,91348672727ubGMEQ,Não,2025-04-22
f8820247-3c9a-4cfc-af76-5dc24499052a,Toyota,Corolla,2012,Vermelho,46915,54500.0,Diesel,Manual,URI-2I87,44986926118YRxmGj,Sim,2025-06-12
ef0165ec-bedd-429b-98a9-a0d05f0e3a4d,Fiat,Mobi,2009,Cinza,95221,27000.0,Elétrico,Automático,SDP-4R48,53381683815XUFQAd,Não,2025-04-18
ece000e6-ace9-429e-82b3-36581f1d0dfd,Chevrolet,Cruze,2018,Preto,92846,66300.0,Elétrico,Manual,ETE-5Z82,42453653282BzmjuI,Sim,2025-04-04
ca6604aa-6075-41d1-8d47-9784d134db0e,Toyota,Etios,2015,Cinza,155759,24500.0,Flex,Manual,MPY-7R78,46717076988fwaxid,Não,2025-05-11
1695064f-a57d-4dba-882a-9a80b33f340a,Volkswagen,T-Cross,2016,Prata,95832,34650.0,Diesel,Automático,VSS-9N18,05113631386zEkVGR,Não,2025-06-06
9051a4bb-54d9-4332-8800-313099b64bea,Honda,Civic,2005,Prata,531,42000.0,Elétrico,CVT,MOI-3E92,45695870133RouGyw,Sim,2025-06-19
e1be2d0f-b420-4eff-885f-4b682b0614ab,Honda,Civic,2011,Azul,168990,53000.0,Diesel,Automático,LHN-0X10,61793547412crwuGf,Não,2025-05-09
44b2ad2b-8483-4421-83bf-0cda3dcc6d33,Honda,Civic,2023,Preto,38820,71100.0,Gasolina,Manual,NFG-4M09,19821069785NloIqE,Sim,2025-05-02
cfa3b32c-397a-4a17-9d35-41d3895d3da8,Fiat,Uno,2024,Azul,120681,64600.0,Gasolina,Manual,CVU-4B19,19611420599ldtTFY,Sim,2025-01-04
da821b29-7e4c-44c7-a36d-5b9be05bd428,Ford,Fiesta,2013,Prata,174040,37000.0,Gasolina,Automático,CCR-6P60,60031809484pQRdVJ,Não,2025-04-19
76566128-7519-4c57-a5ac-c49269a39d17,Honda,Civic,2015,Cinza,48272,48000.0,Gasolina,CVT,YWR-8K12,34081125999NnbqLm,Sim,2025-02-05
860ac614-e535-42fa-a53b-724974d323c3,Ford,Ka,2007,Vermelho,161640,38000.0,Diesel,Automático,SER-8Q17,12396128256qltGgO,Sim,2025-06-21
6962c2dd-dc1e-4ceb-b419-18831a86ee99,Toyota,Yaris,2016,Vermelho,45007,36300.0,Elétrico,Automático,GJT-4I26,97941325989pzIuGC,Sim,2025-05-29
473e406b-b8c7-46e8-bc4c-51340924f6cf,Renault,Sandero,2006,Vermelho,130203,17500.0,Etanol,CVT,VQU-9Q18,26706752419ddoPXe,Sim,2025-02-05
0511dd74-ebee-4b54-93e9-f87e8c4fbcd7,Chevrolet,Cruze,2023,Branco,54494,66600.0,Elétrico,Manual,XJZ-5N25,21381395798RIpzqy,Não,2025-03-11
e62536de-9a25-4442-a56b-29eceb930556,Ford,EcoSport,2006,Branco,170497,25000.0,Gasolina,Automático,SSE-8P92,59840721917SEgYOi,Sim,2025-01-30
05ae4e76-a389-4773-97c7-9f2578eecc9c,Ford,Fiesta,2011,Azul,42943,17000.0,Diesel,Manual,PFD-6I11,54726162185gVmqTg,Sim,2025-05-29
f144490c-d01e-4b48-a30e-c83e5249b393,Renault,Duster,2015,Azul,114122,21000.0,Etanol,Automático,HXN-2S36,25793080148PYXdcK,Não,2025-02-20
aff20e5b-ddee-47b1-ad93-7b69412409a2,Ford,Ranger,2007,Vermelho,70871,58500.0,Etanol,Manual,VFC-6E81,23659149046yGSPYg,Não,2025-03-03
96d6c2cc-2555-41f6-b208-ca3e755e52d3,Hyundai,Creta,2007,Azul,188962,55500.0,Gasolina,Manual,RFG-4M69,00956051626lnlhOQ,Não,2025-05-14
baacd346-fd9c-44c9-9354-705bdb558bd8,Renault,Sandero,2011,Prata,78086,52000.0,Elétrico,Automático,TYU-5P20,70057880092UTONCQ,Sim,2025-03-06
b810f065-ce2b-49c4-bd47-e85a594d4ddc,Hyundai,HB20,2018,Azul,78205,28600.0,Elétrico,Manual,PWE-2L66,73463345591HjEXCY,Sim,2025-06-03
e850f4c8-cbd1-4a30-8338-c628cd82b206,Renault,Logan,2007,Branco,18759,45500.0,Gasolina,CVT,ABI-2T35,91201619609snnEAn,Não,2025-05-07
6c92f8d5-2d19-412e-bb1c-3c68da107b0a,Toyota,Yaris,2019,Vermelho,175131,60200.0,Etanol,Manual,WKM-6V42,69180101123KReDVC,Não,2025-04-29
61e5b25e-a63e-4e1b-aab6-e3c978eaf4d6,Ford,Ranger,2018,Prata,197168,48100.0,Diesel,Automático,LCZ-8M83,24908114515souJqC,Sim,2025-03-04
1119b119-ebea-4567-a656-8d39609643d4,Honda,Civic,2016,Prata,73699,17600.0,Elétrico,Manual,OTL-0P49,43394659899IoClSi,Sim,2025-02-28
1735936e-3ae8-4e70-ba03-9185b83fa5eb,Volkswagen,Gol,2025,Preto,160709,74000.0,Diesel,Manual,TPV-3D88,22711909148pTgLeQ,Não,2025-05-26
8dd8d916-a598-4e74-8dc1-83669d54de5f,Ford,Ka,2024,Vermelho,39707,38000.0,Diesel,CVT,KKY-9N63,61853739627vnHzYi,Não,2025-04-26
cf3b4ff2-3966-4d00-bb3d-8d15eeaa2804,Ford,Ranger,2025,Cinza,176561,75000.0,Diesel,CVT,HLW-9D10,92698859325oYTevM,Sim,2025-06-11
5d236636-b9f5-48cc-8f48-393f55e79ca9,Fiat,Argo,2019,Vermelho,167297,67200.0,Etanol,Manual,XSN-9R93,97063182417cdOfhw,Não,2025-01-17
eb5dbf57-6f34-4c64-895b-7e71478d6c88,Hyundai,HB20,2019,Azul,127615,25900.0,Diesel,CVT,UKV-9V49,55789080844veCyFn,Sim,2025-02-23
4e4ec4da-d66c-4d4e-acd1-af078ca97517,Honda,Civic,2016,Preto,51429,35200.0,Diesel,Manual,FOJ-8N37,22200078941LjuCtB,Sim,2025-04-15
4df90512-f9dc-4f4c-9d45-a3fd7027e6df,Hyundai,Tucson,2010,Vermelho,75417,57500.0,Elétrico,Manual,ZBW-6D47,75690355085vHXdnG,Sim,2025-03-31
d50cf67f-e1f1-4eb3-a0f5-64a2bb91ac49,Fiat,Mobi,2013,Vermelho,122677,39500.0,Elétrico,Manual,EQJ-9R97,71152089833seuzRh,Não,2025-03-04
2150adc4-0f4f-44cb-ab06-49789cf78b5a,Hyundai,i30,2009,Prata,122562,49500.0,Etanol,CVT,FSK-2C89,40325117474ZAagsn,Não,2025-05-24
e417aa37-36c7-4eed-ba4d-96cf01e93dc7,Fiat,Mobi,2012,Azul,69732,58000.0,Elétrico,CVT,JCO-0W09,09291269636uoWGpf,Sim,2025-03-26
780d8264-6f33-4ab6-8008-d709eeb330ae,Hyundai,Creta,2020,Vermelho,163171,84000.0,Flex,CVT,WZZ-1A36,70703410036ThkuLG,Não,2025-04-30
834cdb12-99eb-4d42-af70-dd905d53cfdb,Toyota,Hilux,2021,Preto,143409,36800.0,Gasolina,Manual,LZQ-8X24,21450553823VWFqOj,Sim,2025-01-02
ed414b79-fc17-4651-b818-590b2271a981,Renault,Kwid,2021,Cinza,193728,59200.0,Gasolina,Automático,MQT-5B94,15325986421Lxybng,Não,2025-04-19
8f4f4882-c27a-41ce-9fec-377b6afedb8d,Honda,Civic,2025,Cinza,12164,31000.0,Diesel,Automático,NZY-5D04,53387067112pMuWYa,Não,2025-05-02
9dac8061-aa85-452f-8be1-fa532b0f4dec,Ford,EcoSport,2016,Azul,151275,51150.0,Flex,Automático,FQO-9M15,05243097017xcBQVi,Não,2025-01-29
e1129e46-15c7-4708-8fe3-e86f7a82b0bd,Toyota,Etios,2007,Cinza,15280,57000.0,Diesel,Manual,KWU-3W57,38937531056BmzoBp,Não,2025-04-06
2e57a251-edbb-42ce-a722-41649f588a62,Chevrolet,Onix,2007,Vermelho,86142,55000.0,Diesel,Manual,EFP-9G21,11609536656hsJdlh,Não,2025-05-26
fc5afef1-a1cf-461e-b6ec-427c23e968eb,Hyundai,HB20,2008,Cinza,26016,43000.0,Etanol,Manual,YXR-9S26,43869014034ZvHRHJ,Não,2025-01-17
e8cd72d8-1b56-4249-a4b0-83b4ef9bf9d7,Honda,Civic,2007,Cinza,9584,15000.0,Diesel,Automático,QMH-4M77,16918130352fxNKeT,Não,2025-06-20
66a8934e-1561-4911-84f1-939ae4500b2a,Ford,Ka,2016,Preto,155141,29150.0,Gasolina,CVT,DGE-4F80,64316234682eqhuTT,Não,2025-01-01
7486c750-8c2d-48f8-b1ae-ae190fa1777f,Ford,Fiesta,2024,Prata,12268,78850.0,Diesel,CVT,CPT-9T82,63334173971pirzIL,Sim,2025-03-07
e16bd8c3-1022-44f5-b483-bfccce65a988,Chevrolet,Spin,2024,Cinza,76002,74100.0,Elétrico,CVT,ZDM-0S23,86975587193OJrjku,Sim,2025-06-17
939316d0-70a9-4d73-8867-c5611e69af8b,Chevrolet,S10,2023,Branco,97984,102600.0,Etanol,Manual,UFS-6P98,76657014949GAmOiY,Sim,2025-02-25
b8a9f638-ca95-409b-9d8d-e2f904c59668,Renault,Kwid,2011,Azul,76587,29000.0,Diesel,Automático,JVE-3Z85,53231437719GxwmMZ,Não,2025-05-31
087b5b84-b318-460a-b7b3-23613bef6b94,Chevrolet,S10,2009,Branco,168493,44000.0,Flex,CVT,NEJ-3W10,82889048781VGAyVz,Não,2025-03-31
70d59474-5f8d-40d2-aeb3-7bbeb90e30c3,Hyundai,Tucson,2017,Preto,7796,22200.0,Etanol,Automático,DEL-7W81,87847438902eRrsIh,Não,2025-06-09
1d613e71-3ea6-4527-a7e9-c5c4684af1ca,Fiat,Uno,2016,Cinza,82852,36850.0,Flex,Automático,HZK-9O72,07448474852ZjKWIn,Não,2025-03-19
88735f29-900d-452d-81d4-4f91a08eacd4,Volkswagen,Virtus,2020,Prata,130689,67500.0,Gasolina,Automático,KCY-5L61,19788014062ppRuOw,Sim,2025-01-04
b3734790-f3c9-49a1-b639-53572166bbef,Ford,Fiesta,2025,Preto,24257,31000.0,Elétrico,CVT,RYJ-6K61,09804663332YqMtEa,Não,2025-04-08
6fa8edf3-1253-4b56-a612-ff64fde0d355,Honda,HR-V,2018,Azul,17804,27300.0,Elétrico,Manual,HUI-4M04,46571424436OYwsiU,Não,2025-01-06
32712f94-ebc9-450c-b323-e2c59be6774e,Renault,Kwid,2023,Cinza,101090,73800.0,Diesel,Automático,WZQ-4F84,60841167640kKRbIN,Não,2025-03-25
e75a6350-f1d9-4c02-b96e-179bd08f2e6d,Fiat,Argo,2019,Azul,76541,41300.0,Etanol,CVT,FPB-7O30,92014461525rqMTCS,Sim,2025-06-18
3bdd3076-62d4-4a8b-87b2-cb140bd5b08e,Honda,City,2011,Vermelho,24653,15500.0,Diesel,CVT,TXV-8V04,78887756103JRZBPb,Não,2025-01-24
b04ea167-ad0a-47b0-b992-28c9c0e48ee1,Honda,Fit,2021,Prata,35090,43200.0,Flex,CVT,GVE-4V98,14306104037tpsHcS,Sim,2025-06-19
e8b3fc9f-c0ad-4e0e-ba76-95b26c0d31d2,Renault,Logan,2019,Cinza,63107,77700.0,Elétrico,CVT,BKG-0T70,24527753958lkLWyd,Não,2025-05-30
ae88156b-b166-4464-983b-9892e8a03ed4,Volkswagen,T-Cross,2009,Prata,36364,49500.0,Etanol,Manual,ANU-8I03,33561905716HZcghM,Sim,2025-05-25
2973f982-42b6-4af0-971a-35122a7d3bcc,Ford,Ka,2014,Azul,119471,53500.0,Elétrico,CVT,IJM-0R47,13372934761KrCDqd,Sim,2025-01-06
36cdb74c-8f3e-4608-bd79-97db5e552c04,Hyundai,i30,2021,Azul,21518,80000.0,Etanol,Manual,EZF-3J91,08419715068WhEGGT,Sim,2025-02-25
24695a23-f33e-4e1a-bc5d-333a82e44a79,Fiat,Mobi,2020,Vermelho,94377,71250.0,Flex,CVT,QOK-4Y11,12344431714ioOVSS,Não,2025-02-11
9b09ccd3-1f97-4f7f-977f-d22027cce0b8,Ford,Fiesta,2022,Prata,108499,83300.0,Elétrico,Automático,HNJ-7C62,99383707643MBJHHK,Não,2025-02-23
674517ef-9736-4f95-83c0-49a0acfbba12,Fiat,Argo,2010,Azul,10376,43000.0,Diesel,CVT,FQK-3Z90,92321821453DXLtEX,Sim,2025-03-12
a32d6203-1767-4733-9f19-5236e5dd9b61,Fiat,Uno,2011,Prata,86332,57000.0,Flex,Automático,RND-8Q07,24055017398YghRGd,Não,2025-04-07
892666d2-fbe6-4fd8-9a4a-8a03541f1a04,Fiat,Uno,2020,Prata,149719,55500.0,Diesel,Manual,YWL-4U87,25251400873ZzoiRD,Sim,2025-04-27
4554b14b-7754-4700-899e-8f910b3e9d01,Honda,Civic,2025,Preto,47096,86000.0,Elétrico,Automático,IHD-0M07,42199081018qAGkvf,Não,2025-05-22
06f7d9b1-cd89-4a73-bae9-e29d2b7aeb4e,Chevrolet,S10,2017,Vermelho,170274,18000.0,Elétrico,CVT,TOD-5Q78,51812957192vFhKSV,Não,2025-01-22
757ca429-ac6a-4bed-a421-2b265c09b7c1,Ford,Ka,2007,Prata,45843,38500.0,Elétrico,CVT,DSU-9Q64,79702136668ymgMfb,Sim,2025-05-04
6c216b96-97a0-44ff-99e2-ae709743efd6,Fiat,Mobi,2015,Prata,6251,26000.0,Gasolina,Automático,RAX-7D83,21707130662RkIxBN,Não,2025-02-09
9e8db27c-e6c9-41f5-9959-9c0a388186c5,Fiat,Argo,2025,Branco,21446,96000.0,Flex,Automático,ELF-9H33,45344880354oPOtGx,Não,2025-03-11
564c5fa8-6580-4e47-b16c-a10151aa688c,Chevrolet,Cruze,2013,Vermelho,144091,48500.0,Elétrico,Manual,XSN-0X29,65551770651NfqDIO,Sim,2025-03-31
068579c0-0764-4ab6-bd14-f8fd2c1d71ce,Hyundai,Creta,2018,Vermelho,52780,29900.0,Flex,Automático,RXB-5R96,99343037819phCKSb,Sim,2025-01-21
3060287d-1894-4592-92e3-937fb2aa4c89,Hyundai,Creta,2005,Prata,33273,31500.0,Elétrico,CVT,PQA-0E38,15162397942vqqfuD,Sim,2025-02-13
31840c39-cfbe-4cf2-95b7-712b8e89b6a2,Fiat,Toro,2009,Prata,68319,32500.0,Flex,Automático,PGX-2G97,59936600059logLOr,Não,2025-04-26
00a9c2f2-150e-4a82-9b00-45dec59d07af,Fiat,Mobi,2009,Prata,48185,47500.0,Etanol,CVT,KSI-0B84,15490435819NjjAJt,Não,2025-03-01
21969260-6cd1-42cd-9dd2-88c3324ca63c,Fiat,Argo,2019,Cinza,148448,54600.0,Diesel,Automático,CTB-3Z18,06206660753tZNplC,Sim,2025-02-22
3ed96aca-a5b9-465e-9410-cdcd0ece7399,Toyota,Hilux,2013,Azul,38196,57000.0,Gasolina,Automático,YGS-0A68,96500542445roCiEJ,Não,2025-05-01
f348b067-48ad-41c2-843d-ae616ae70c3b,Honda,Fit,2021,Vermelho,91290,57600.0,Gasolina,Automático,JGT-0W70,46068647248wKVHAL,Sim,2025-03-14
081405c8-86a3-49e8-8282-23838d7003cb,Renault,Duster,2011,Prata,198605,28000.0,Gasolina,Automático,WMS-7D83,94469853077EbcOil,Sim,2025-04-24
65bdd71f-4dad-4aac-9522-071c8bf48673,Volkswagen,Gol,2015,Cinza,101755,25500.0,Diesel,Manual,EOB-4O36,46442302564LmyoPw,Sim,2025-03-22
72ddf7f0-80bd-4cbf-97a3-936b17569ad2,Honda,City,2017,Preto,77859,21600.0,Diesel,Automático,NFW-5N21,71657099645ddHlSL,Sim,2025-01-26
ec44a97b-e6c1-42e4-90c2-9b193e9e3d02,Toyota,Corolla,2013,Vermelho,97651,21500.0,Etanol,CVT,ZKX-4G90,11008887667LsseNm,Sim,2025-05-24
edc9d3e0-3ebf-42cc-9b77-94264495e999,Honda,Civic,2013,Cinza,19686,46000.0,Diesel,Automático,PNA-1Y29,55700305396mKWyrL,Não,2025-05-12
84c454e4-170c-4665-af82-776eab29d9d2,Renault,Duster,2007,Azul,193080,31500.0,Diesel,CVT,IYV-5Q95,18506614142ieYCAB,Sim,2025-01-12
efb0847d-b2e9-463f-b9f6-f0eb7fa38c8b,Honda,City,2017,Azul,112907,55800.0,Flex,CVT,FOM-2Q02,96636165251HtHGKC,Sim,2025-04-08
1237c693-a379-4536-bd19-780803beaffd,Toyota,Yaris,2005,Preto,67194,39500.0,Elétrico,Automático,XNZ-5J16,54436229931lTCNEC,Sim,2025-05-15
11dbfff1-fc89-4f69-ab95-87df27e3b9bc,Chevrolet,Spin,2017,Cinza,101206,25200.0,Gasolina,CVT,ZBC-0M80,25306492520xnzaKD,Não,2025-02-16
c7230002-efe8-4158-a2b2-862769e23f4c,Toyota,Yaris,2011,Vermelho,152597,43000.0,Gasolina,Automático,BYY-8M06,82082815617yYoeKo,Não,2025-01-27
